37.5	-84.375	-36	
34.375	-84.375	-36	
31.25	-84.375	-36	
28.125	-84.375	-36	
40.625	-81.25	-36	
37.5	-81.25	-36	
34.375	-81.25	-36	
31.25	-81.25	-36	
28.125	-81.25	-36	
46.875	-78.125	-36	
43.75	-78.125	-36	
40.625	-78.125	-36	
37.5	-78.125	-36	
34.375	-78.125	-36	
31.25	-78.125	-36	
28.125	-78.125	-36	
25	-78.125	-36	
46.875	-75	-36	
43.75	-75	-36	
40.625	-75	-36	
37.5	-75	-36	
34.375	-75	-36	
31.25	-75	-36	
28.125	-75	-36	
25	-75	-36	
50	-71.875	-36	
46.875	-71.875	-36	
43.75	-71.875	-36	
40.625	-71.875	-36	
37.5	-71.875	-36	
34.375	-71.875	-36	
31.25	-71.875	-36	
28.125	-71.875	-36	
25	-71.875	-36	
50	-68.75	-36	
46.875	-68.75	-36	
43.75	-68.75	-36	
40.625	-68.75	-36	
37.5	-68.75	-36	
34.375	-68.75	-36	
31.25	-68.75	-36	
28.125	-68.75	-36	
25	-68.75	-36	
50	-65.625	-36	
46.875	-65.625	-36	
43.75	-65.625	-36	
40.625	-65.625	-36	
37.5	-65.625	-36	
34.375	-65.625	-36	
31.25	-65.625	-36	
28.125	-65.625	-36	
25	-65.625	-36	
21.875	-65.625	-36	
46.875	-62.5	-36	
43.75	-62.5	-36	
40.625	-62.5	-36	
37.5	-62.5	-36	
34.375	-62.5	-36	
31.25	-62.5	-36	
28.125	-62.5	-36	
46.875	-59.375	-36	
43.75	-59.375	-36	
40.625	-59.375	-36	
37.5	-59.375	-36	
34.375	-59.375	-36	
31.25	-59.375	-36	
28.125	-59.375	-36	
46.875	-56.25	-36	
43.75	-56.25	-36	
40.625	-56.25	-36	
37.5	-56.25	-36	
34.375	-56.25	-36	
31.25	-56.25	-36	
28.125	-56.25	-36	
46.875	-53.125	-36	
43.75	-53.125	-36	
40.625	-53.125	-36	
37.5	-53.125	-36	
34.375	-53.125	-36	
31.25	-53.125	-36	
28.125	-53.125	-36	
43.75	-50	-36	
40.625	-50	-36	
37.5	-50	-36	
34.375	-50	-36	
31.25	-50	-36	
43.75	-46.875	-36	
40.625	-46.875	-36	
37.5	-46.875	-36	
34.375	-46.875	-36	
31.25	-46.875	-36	
31.25	-43.75	-36	
31.25	-40.625	-36	
28.125	-40.625	-36	
28.125	-37.5	-36	
53.125	-15.625	-36	
50	-15.625	-36	
46.875	-15.625	-36	
43.75	-15.625	-36	
40.625	-15.625	-36	
37.5	-15.625	-36	
34.375	-15.625	-36	
31.25	-15.625	-36	
50	-12.5	-36	
46.875	-12.5	-36	
43.75	-12.5	-36	
40.625	-12.5	-36	
37.5	-12.5	-36	
34.375	-12.5	-36	
43.75	-9.375	-36	
40.625	-9.375	-36	
21.875	-90.625	-30	
18.75	-90.625	-30	
15.625	-90.625	-30	
12.5	-90.625	-30	
9.375	-90.625	-30	
6.25	-90.625	-30	
-3.125	-90.625	-30	
-6.25	-90.625	-30	
-9.375	-90.625	-30	
-12.5	-90.625	-30	
-15.625	-90.625	-30	
-18.75	-90.625	-30	
-21.875	-90.625	-30	
28.125	-87.5	-30	
25	-87.5	-30	
21.875	-87.5	-30	
18.75	-87.5	-30	
15.625	-87.5	-30	
12.5	-87.5	-30	
9.375	-87.5	-30	
6.25	-87.5	-30	
3.125	-87.5	-30	
-3.125	-87.5	-30	
-6.25	-87.5	-30	
-9.375	-87.5	-30	
-12.5	-87.5	-30	
-15.625	-87.5	-30	
-18.75	-87.5	-30	
-21.875	-87.5	-30	
-25	-87.5	-30	
-28.125	-87.5	-30	
34.375	-84.375	-30	
31.25	-84.375	-30	
28.125	-84.375	-30	
25	-84.375	-30	
21.875	-84.375	-30	
18.75	-84.375	-30	
15.625	-84.375	-30	
12.5	-84.375	-30	
9.375	-84.375	-30	
6.25	-84.375	-30	
3.125	-84.375	-30	
0	-84.375	-30	
-3.125	-84.375	-30	
-6.25	-84.375	-30	
-9.375	-84.375	-30	
-12.5	-84.375	-30	
-15.625	-84.375	-30	
-18.75	-84.375	-30	
-21.875	-84.375	-30	
-25	-84.375	-30	
-28.125	-84.375	-30	
-31.25	-84.375	-30	
40.625	-81.25	-30	
37.5	-81.25	-30	
34.375	-81.25	-30	
31.25	-81.25	-30	
28.125	-81.25	-30	
25	-81.25	-30	
21.875	-81.25	-30	
18.75	-81.25	-30	
15.625	-81.25	-30	
12.5	-81.25	-30	
9.375	-81.25	-30	
6.25	-81.25	-30	
3.125	-81.25	-30	
0	-81.25	-30	
-3.125	-81.25	-30	
-6.25	-81.25	-30	
-9.375	-81.25	-30	
-12.5	-81.25	-30	
-15.625	-81.25	-30	
-18.75	-81.25	-30	
-21.875	-81.25	-30	
-25	-81.25	-30	
-28.125	-81.25	-30	
-31.25	-81.25	-30	
-34.375	-81.25	-30	
43.75	-78.125	-30	
40.625	-78.125	-30	
37.5	-78.125	-30	
34.375	-78.125	-30	
31.25	-78.125	-30	
28.125	-78.125	-30	
25	-78.125	-30	
21.875	-78.125	-30	
18.75	-78.125	-30	
15.625	-78.125	-30	
12.5	-78.125	-30	
9.375	-78.125	-30	
6.25	-78.125	-30	
3.125	-78.125	-30	
0	-78.125	-30	
-3.125	-78.125	-30	
-6.25	-78.125	-30	
-9.375	-78.125	-30	
-12.5	-78.125	-30	
-15.625	-78.125	-30	
-18.75	-78.125	-30	
-21.875	-78.125	-30	
-25	-78.125	-30	
-28.125	-78.125	-30	
-31.25	-78.125	-30	
-34.375	-78.125	-30	
-37.5	-78.125	-30	
46.875	-75	-30	
43.75	-75	-30	
40.625	-75	-30	
37.5	-75	-30	
34.375	-75	-30	
31.25	-75	-30	
28.125	-75	-30	
25	-75	-30	
21.875	-75	-30	
18.75	-75	-30	
15.625	-75	-30	
12.5	-75	-30	
9.375	-75	-30	
6.25	-75	-30	
3.125	-75	-30	
0	-75	-30	
-3.125	-75	-30	
-6.25	-75	-30	
-9.375	-75	-30	
-12.5	-75	-30	
-15.625	-75	-30	
-18.75	-75	-30	
-21.875	-75	-30	
-25	-75	-30	
-28.125	-75	-30	
-31.25	-75	-30	
-34.375	-75	-30	
-37.5	-75	-30	
-40.625	-75	-30	
46.875	-71.875	-30	
43.75	-71.875	-30	
40.625	-71.875	-30	
37.5	-71.875	-30	
34.375	-71.875	-30	
31.25	-71.875	-30	
28.125	-71.875	-30	
25	-71.875	-30	
21.875	-71.875	-30	
18.75	-71.875	-30	
15.625	-71.875	-30	
12.5	-71.875	-30	
9.375	-71.875	-30	
6.25	-71.875	-30	
3.125	-71.875	-30	
0	-71.875	-30	
-3.125	-71.875	-30	
-6.25	-71.875	-30	
-9.375	-71.875	-30	
-12.5	-71.875	-30	
-15.625	-71.875	-30	
-18.75	-71.875	-30	
-21.875	-71.875	-30	
-25	-71.875	-30	
-28.125	-71.875	-30	
-31.25	-71.875	-30	
-34.375	-71.875	-30	
-37.5	-71.875	-30	
-40.625	-71.875	-30	
46.875	-68.75	-30	
43.75	-68.75	-30	
40.625	-68.75	-30	
37.5	-68.75	-30	
34.375	-68.75	-30	
31.25	-68.75	-30	
28.125	-68.75	-30	
25	-68.75	-30	
21.875	-68.75	-30	
18.75	-68.75	-30	
15.625	-68.75	-30	
12.5	-68.75	-30	
6.25	-68.75	-30	
3.125	-68.75	-30	
0	-68.75	-30	
-3.125	-68.75	-30	
-6.25	-68.75	-30	
-12.5	-68.75	-30	
-15.625	-68.75	-30	
-18.75	-68.75	-30	
-21.875	-68.75	-30	
-25	-68.75	-30	
-28.125	-68.75	-30	
-31.25	-68.75	-30	
-34.375	-68.75	-30	
-37.5	-68.75	-30	
-40.625	-68.75	-30	
43.75	-65.625	-30	
40.625	-65.625	-30	
37.5	-65.625	-30	
34.375	-65.625	-30	
31.25	-65.625	-30	
28.125	-65.625	-30	
25	-65.625	-30	
21.875	-65.625	-30	
18.75	-65.625	-30	
15.625	-65.625	-30	
6.25	-65.625	-30	
3.125	-65.625	-30	
0	-65.625	-30	
-3.125	-65.625	-30	
-6.25	-65.625	-30	
-9.375	-65.625	-30	
-15.625	-65.625	-30	
-18.75	-65.625	-30	
-21.875	-65.625	-30	
-25	-65.625	-30	
-28.125	-65.625	-30	
-31.25	-65.625	-30	
-34.375	-65.625	-30	
-37.5	-65.625	-30	
-40.625	-65.625	-30	
40.625	-62.5	-30	
37.5	-62.5	-30	
34.375	-62.5	-30	
31.25	-62.5	-30	
28.125	-62.5	-30	
25	-62.5	-30	
21.875	-62.5	-30	
18.75	-62.5	-30	
15.625	-62.5	-30	
3.125	-62.5	-30	
0	-62.5	-30	
-3.125	-62.5	-30	
-6.25	-62.5	-30	
-18.75	-62.5	-30	
-21.875	-62.5	-30	
-25	-62.5	-30	
-28.125	-62.5	-30	
-31.25	-62.5	-30	
-34.375	-62.5	-30	
-37.5	-62.5	-30	
-40.625	-62.5	-30	
-43.75	-62.5	-30	
40.625	-59.375	-30	
37.5	-59.375	-30	
34.375	-59.375	-30	
31.25	-59.375	-30	
28.125	-59.375	-30	
25	-59.375	-30	
21.875	-59.375	-30	
18.75	-59.375	-30	
3.125	-59.375	-30	
0	-59.375	-30	
-3.125	-59.375	-30	
-6.25	-59.375	-30	
-21.875	-59.375	-30	
-25	-59.375	-30	
-28.125	-59.375	-30	
-31.25	-59.375	-30	
-34.375	-59.375	-30	
-37.5	-59.375	-30	
-40.625	-59.375	-30	
-43.75	-59.375	-30	
43.75	-56.25	-30	
40.625	-56.25	-30	
37.5	-56.25	-30	
34.375	-56.25	-30	
31.25	-56.25	-30	
28.125	-56.25	-30	
25	-56.25	-30	
21.875	-56.25	-30	
3.125	-56.25	-30	
0	-56.25	-30	
-3.125	-56.25	-30	
-6.25	-56.25	-30	
-21.875	-56.25	-30	
-25	-56.25	-30	
-28.125	-56.25	-30	
-31.25	-56.25	-30	
-34.375	-56.25	-30	
-37.5	-56.25	-30	
-40.625	-56.25	-30	
-43.75	-56.25	-30	
-46.875	-56.25	-30	
-50	-56.25	-30	
50	-53.125	-30	
46.875	-53.125	-30	
43.75	-53.125	-30	
40.625	-53.125	-30	
37.5	-53.125	-30	
34.375	-53.125	-30	
31.25	-53.125	-30	
28.125	-53.125	-30	
25	-53.125	-30	
21.875	-53.125	-30	
3.125	-53.125	-30	
0	-53.125	-30	
-3.125	-53.125	-30	
-6.25	-53.125	-30	
-21.875	-53.125	-30	
-25	-53.125	-30	
-34.375	-53.125	-30	
-37.5	-53.125	-30	
-40.625	-53.125	-30	
-43.75	-53.125	-30	
-46.875	-53.125	-30	
-50	-53.125	-30	
-53.125	-53.125	-30	
53.125	-50	-30	
50	-50	-30	
46.875	-50	-30	
43.75	-50	-30	
40.625	-50	-30	
37.5	-50	-30	
34.375	-50	-30	
31.25	-50	-30	
28.125	-50	-30	
25	-50	-30	
3.125	-50	-30	
0	-50	-30	
-3.125	-50	-30	
-6.25	-50	-30	
-34.375	-50	-30	
-37.5	-50	-30	
-40.625	-50	-30	
-43.75	-50	-30	
-46.875	-50	-30	
-50	-50	-30	
53.125	-46.875	-30	
50	-46.875	-30	
43.75	-46.875	-30	
40.625	-46.875	-30	
37.5	-46.875	-30	
34.375	-46.875	-30	
31.25	-46.875	-30	
28.125	-46.875	-30	
25	-46.875	-30	
0	-46.875	-30	
-3.125	-46.875	-30	
-25	-46.875	-30	
-28.125	-46.875	-30	
-31.25	-46.875	-30	
-34.375	-46.875	-30	
-37.5	-46.875	-30	
-40.625	-46.875	-30	
-43.75	-46.875	-30	
43.75	-43.75	-30	
40.625	-43.75	-30	
37.5	-43.75	-30	
34.375	-43.75	-30	
31.25	-43.75	-30	
28.125	-43.75	-30	
25	-43.75	-30	
21.875	-43.75	-30	
-25	-43.75	-30	
-28.125	-43.75	-30	
-31.25	-43.75	-30	
